node_label	node_type	node_count	example_files
high osmolarity glycerol (hog) pathway	PATHWAY	1	data/traits/environment/xerophilic.yaml
plasma membrane fluidity alteration	BIOLOGICAL_PROCESS	1	data/traits/environment/xerophilic.yaml
znta p-type atpase	GENE_OR_PROTEIN	1	data/traits/environment/zinc_tolerant.yaml
zntr merr-family regulator	GENE_OR_PROTEIN	1	data/traits/environment/zinc_tolerant.yaml
znta transcription	BIOLOGICAL_PROCESS	1	data/traits/environment/zinc_tolerant.yaml
czccba rnd efflux complex	GENE_OR_PROTEIN	1	data/traits/environment/zinc_tolerant.yaml
zinc ion buffering	BIOLOGICAL_PROCESS	1	data/traits/environment/zinc_tolerant.yaml
gene expression level	QUALITY	1	data/traits/genomics/codon_usage_bias.yaml
trna abundance	QUALITY	1	data/traits/genomics/codon_usage_bias.yaml
5' mrna secondary structure	QUALITY	1	data/traits/genomics/codon_usage_bias.yaml
cas proteins	GENE_OR_PROTEIN	1	data/traits/genomics/crispr_cas_system.yaml
cas1-cas2 complex	GENE_OR_PROTEIN	1	data/traits/genomics/crispr_cas_system.yaml
spacer acquisition (adaptation)	BIOLOGICAL_PROCESS	1	data/traits/genomics/crispr_cas_system.yaml
crispr array transcription and processing	BIOLOGICAL_PROCESS	1	data/traits/genomics/crispr_cas_system.yaml
crrna	GENE_OR_PROTEIN	1	data/traits/genomics/crispr_cas_system.yaml
crrna-cas effector complex	GENE_OR_PROTEIN	1	data/traits/genomics/crispr_cas_system.yaml
invading nucleic acid target	CHEMICAL	1	data/traits/genomics/crispr_cas_system.yaml
phage and plasmid pressure	ENVIRONMENTAL_FACTOR	1	data/traits/genomics/crispr_cas_system.yaml
genomic dna	CELLULAR_LOCALIZATION	1	data/traits/genomics/gc_content.yaml
gc/at mutation bias	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_content.yaml
gc-biased gene conversion	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_content.yaml
selection on codon usage	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_content.yaml
guanine oxidation (8-oxog)	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_content.yaml
dna replication and repair (drr) system change	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_content.yaml
at-biased mutation pressure	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_high.yaml
loss of uracil-dna glycosylase (udg family)	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_high.yaml
loss of ber glycosylases (tag/alka/mpg/nei)	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_high.yaml
loss of mutt nucleotide-pool sanitization	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_high.yaml
hypermutator phenotype	STATE	1	data/traits/genomics/gc_high.yaml
third-codon-position at enrichment	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_high.yaml
purifying selection and biased gene conversion	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_high.yaml
moderate mutation bias	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_low.yaml
dna repair defect	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_low.yaml
mutational spectrum	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_low.yaml
cytosine deamination / c>t bias	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_low.yaml
at-enriching mutation spectrum	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_low.yaml
dna replication/repair enzyme bias	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_low.yaml
strong gc-biased gene conversion	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_mid1.yaml
nhej pathway (ku, ligd)	PATHWAY	1	data/traits/genomics/gc_mid1.yaml
high double-strand break rate	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_mid1.yaml
dna replication and repair (drr) system composition	PATHWAY	1	data/traits/genomics/gc_mid1.yaml
nhej end-joining efficiency	MOLECULAR_FUNCTION	1	data/traits/genomics/gc_mid1.yaml
moderate gc-biased gene conversion	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_mid2.yaml
mutation bias toward at	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_mid2.yaml
guanine oxidation / 8-oxog damage	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_mid2.yaml
dna repair efficiency	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_mid2.yaml
sequencing/assembly gc bias	EXPERIMENTAL_FACTOR	1	data/traits/genomics/gc_mid2.yaml
replication origin / terminus	QUALITY	1	data/traits/genomics/gc_skew.yaml
lagging-strand single-stranded dna exposure	STATE	1	data/traits/genomics/gc_skew.yaml
cytosine deamination at replication forks	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_skew.yaml
leading-strand gene density / gene strand bias	QUALITY	1	data/traits/genomics/gc_skew.yaml
translational selection and genetic code constraints	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_skew.yaml
third-codon-position mutational bias	QUALITY	1	data/traits/genomics/gc_skew.yaml
strand-specific dna repair	BIOLOGICAL_PROCESS	1	data/traits/genomics/gc_skew.yaml
effective population size	ENVIRONMENTAL_FACTOR	1	data/traits/genomics/genome_size.yaml
ocean depth	ENVIRONMENTAL_FACTOR	1	data/traits/genomics/genome_size.yaml
mobile genetic elements	CHEMICAL	1	data/traits/genomics/genome_size.yaml
gene loss	BIOLOGICAL_PROCESS	1	data/traits/genomics/genome_size.yaml
metabolic versatility	CAPACITY	1	data/traits/genomics/genome_size.yaml
smaller microbial genome size	QUALITY	1	data/traits/genomics/genome_streamlining.yaml
depletion of metabolic genes	QUALITY	1	data/traits/genomics/genome_streamlining.yaml
metabolic cross-feeding	BIOLOGICAL_PROCESS	1	data/traits/genomics/genome_streamlining.yaml
reduced cofactor/vitamin biosynthesis	BIOLOGICAL_PROCESS	1	data/traits/genomics/genome_streamlining.yaml
dependence on exogenous b-vitamin precursors	BIOLOGICAL_PROCESS	1	data/traits/genomics/genome_streamlining.yaml
genes with marginal fitness benefit	GENE_OR_PROTEIN	1	data/traits/genomics/genome_streamlining.yaml
integrase/recombinase/transposase mobility module	GENE_OR_PROTEIN	1	data/traits/genomics/genomic_island.yaml
integrative conjugative element (ice)	BIOLOGICAL_PROCESS	1	data/traits/genomics/genomic_island.yaml
conjugation	BIOLOGICAL_PROCESS	1	data/traits/genomics/genomic_island.yaml
integrative mobilizable element (ime)	BIOLOGICAL_PROCESS	1	data/traits/genomics/genomic_island.yaml
genome plasticity	QUALITY	1	data/traits/genomics/mobile_genetic_element.yaml
relaxase	GENE_OR_PROTEIN	1	data/traits/genomics/mobile_genetic_element.yaml
origin of transfer (orit)	CELLULAR_LOCALIZATION	1	data/traits/genomics/mobile_genetic_element.yaml
type iv coupling protein	GENE_OR_PROTEIN	1	data/traits/genomics/mobile_genetic_element.yaml
conjugative dna transfer	BIOLOGICAL_PROCESS	1	data/traits/genomics/mobile_genetic_element.yaml
integrase and excisionase	GENE_OR_PROTEIN	1	data/traits/genomics/mobile_genetic_element.yaml
ice excision and circularization	BIOLOGICAL_PROCESS	1	data/traits/genomics/mobile_genetic_element.yaml
integron integrase (inti)	GENE_OR_PROTEIN	1	data/traits/genomics/mobile_genetic_element.yaml
atti/attc cassette recombination	BIOLOGICAL_PROCESS	1	data/traits/genomics/mobile_genetic_element.yaml
transduction of host dna	BIOLOGICAL_PROCESS	1	data/traits/genomics/mobile_genetic_element.yaml
antimicrobial resistance gene cargo	QUALITY	1	data/traits/genomics/mobile_genetic_element.yaml
accessory gene pool	QUALITY	1	data/traits/genomics/pangenome_openness.yaml
plasmid	GENE_OR_PROTEIN	1	data/traits/genomics/pangenome_openness.yaml
prophage	GENE_OR_PROTEIN	1	data/traits/genomics/pangenome_openness.yaml
gene gain and loss dynamics	BIOLOGICAL_PROCESS	1	data/traits/genomics/pangenome_openness.yaml
core gene fraction	QUALITY	1	data/traits/genomics/pangenome_openness.yaml
rare gene fraction	QUALITY	1	data/traits/genomics/pangenome_openness.yaml
sampling bias	EXPERIMENTAL_FACTOR	1	data/traits/genomics/pangenome_openness.yaml
annotation error	EXPERIMENTAL_FACTOR	1	data/traits/genomics/pangenome_openness.yaml
apparent pangenome openness	QUALITY	1	data/traits/genomics/pangenome_openness.yaml
toxin-antitoxin system	GENE_OR_PROTEIN	1	data/traits/genomics/plasmid_carriage.yaml
plasmid vertical inheritance	BIOLOGICAL_PROCESS	1	data/traits/genomics/plasmid_carriage.yaml
plasmid-encoded methylase	MOLECULAR_FUNCTION	1	data/traits/genomics/plasmid_carriage.yaml
restriction of incoming plasmid dna	BIOLOGICAL_PROCESS	1	data/traits/genomics/plasmid_carriage.yaml
plasmid-encoded anti-restriction genes	GENE_OR_PROTEIN	1	data/traits/genomics/plasmid_carriage.yaml
plasmid fitness cost	QUALITY	1	data/traits/genomics/plasmid_carriage.yaml
compensatory mutation	BIOLOGICAL_PROCESS	1	data/traits/genomics/plasmid_carriage.yaml
long-term survival	QUALITY	1	data/traits/genomics/ploidy.yaml
genome copy number per cell	QUALITY	1	data/traits/genomics/ploidy.yaml
genomic dna as phosphate storage polymer	MOLECULAR_FUNCTION	1	data/traits/genomics/ploidy.yaml
growth in absence of environmental phosphate	CAPACITY	1	data/traits/genomics/ploidy.yaml
segregational drift	BIOLOGICAL_PROCESS	1	data/traits/genomics/ploidy.yaml
loss of beneficial resistance alleles	BIOLOGICAL_PROCESS	1	data/traits/genomics/ploidy.yaml
lysogeny	BIOLOGICAL_PROCESS	1	data/traits/genomics/prophage.yaml
host phenotype	QUALITY	1	data/traits/genomics/prophage.yaml
bacterial chromosome	CELLULAR_LOCALIZATION	1	data/traits/genomics/prophage.yaml
ci master repressor	GENE_OR_PROTEIN	1	data/traits/genomics/prophage.yaml
lytic gene expression	BIOLOGICAL_PROCESS	1	data/traits/genomics/prophage.yaml
dna damage / replication stress	ENVIRONMENTAL_FACTOR	1	data/traits/genomics/prophage.yaml
reca-lexa sos response	BIOLOGICAL_PROCESS	1	data/traits/genomics/prophage.yaml
reca* nucleoprotein filament	GENE_OR_PROTEIN	1	data/traits/genomics/prophage.yaml
phage-plasmid	GENE_OR_PROTEIN	1	data/traits/genomics/prophage.yaml
extrachromosomal prophage maintenance	BIOLOGICAL_PROCESS	1	data/traits/genomics/prophage.yaml
foreign dna	ENVIRONMENTAL_FACTOR	1	data/traits/genomics/restriction_modification_system.yaml
cognate dna methyltransferase	GENE_OR_PROTEIN	1	data/traits/genomics/restriction_modification_system.yaml
host recognition site methylation	BIOLOGICAL_PROCESS	1	data/traits/genomics/restriction_modification_system.yaml
restriction endonuclease	GENE_OR_PROTEIN	1	data/traits/genomics/restriction_modification_system.yaml
restriction endonuclease cleavage	MOLECULAR_FUNCTION	1	data/traits/genomics/restriction_modification_system.yaml
type iv restriction enzyme	GENE_OR_PROTEIN	1	data/traits/genomics/restriction_modification_system.yaml
methylated dna motif	CHEMICAL	1	data/traits/genomics/restriction_modification_system.yaml
plasmid-encoded methylase	GENE_OR_PROTEIN	1	data/traits/genomics/restriction_modification_system.yaml
phage-encoded dna methyltransferase	GENE_OR_PROTEIN	1	data/traits/genomics/restriction_modification_system.yaml
maximal growth rate	QUALITY	1	data/traits/genomics/rrna_operon_copy_number.yaml
growth efficiency	QUALITY	1	data/traits/genomics/rrna_operon_copy_number.yaml
chemotactic motility	BIOLOGICAL_PROCESS	1	data/traits/genomics/rrna_operon_copy_number.yaml
genome rearrangement	QUALITY	1	data/traits/genomics/transposable_element.yaml
transposable element insertion	BIOLOGICAL_PROCESS	1	data/traits/genomics/transposable_element.yaml
target site duplication	QUALITY	1	data/traits/genomics/transposable_element.yaml
gene disruption	BIOLOGICAL_PROCESS	1	data/traits/genomics/transposable_element.yaml
homologous recombination between is copies	BIOLOGICAL_PROCESS	1	data/traits/genomics/transposable_element.yaml
10-formyl-tetrahydrofolate	CHEMICAL	1	data/traits/metabolism/acetogenesis.yaml
5,10-methylene-tetrahydrofolate	CHEMICAL	1	data/traits/metabolism/acetogenesis.yaml
5-methyl-tetrahydrofolate	CHEMICAL	1	data/traits/metabolism/acetogenesis.yaml
reverse methanogenesis	PATHWAY	1	data/traits/metabolism/anaerobic_oxidation_of_methane.yaml
direct interspecies electron transfer (diet)	BIOLOGICAL_PROCESS	1	data/traits/metabolism/anaerobic_oxidation_of_methane.yaml
anaerobic or microaerophilic condition	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/anaerobic_respiration.yaml
cellular energy conservation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/anaerobic_respiration.yaml
oxygen limitation / anoxic transition	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/anaerobic_respiration.yaml
denitrification reductases	GENE_OR_PROTEIN	1	data/traits/metabolism/anaerobic_respiration.yaml
respiratory nitrate reductase (narghi)	GENE_OR_PROTEIN	1	data/traits/metabolism/anaerobic_respiration.yaml
elemental sulfur (s0)	CHEMICAL	1	data/traits/metabolism/anoxygenic_photosynthesis.yaml
secreted depolymerizing enzymes	GENE_OR_PROTEIN	1	data/traits/metabolism/biopolymer_degradation.yaml
assimilable mono- and oligosaccharides	CHEMICAL	1	data/traits/metabolism/biopolymer_degradation.yaml
cello-oligosaccharides	CHEMICAL	1	data/traits/metabolism/biopolymer_degradation.yaml
susc-like tonb-dependent transporter	GENE_OR_PROTEIN	1	data/traits/metabolism/biopolymer_degradation.yaml
periplasmic gh3 hydrolase	GENE_OR_PROTEIN	1	data/traits/metabolism/biopolymer_degradation.yaml
endo-chitinase	GENE_OR_PROTEIN	1	data/traits/metabolism/biopolymer_degradation.yaml
chitooligosaccharides	CHEMICAL	1	data/traits/metabolism/biopolymer_degradation.yaml
lignin-oxidizing redox enzymes (lip/mnp/vp/laccase/dyp)	GENE_OR_PROTEIN	1	data/traits/metabolism/biopolymer_degradation.yaml
sulfidic sediment zone	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
oxic sediment zone	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
multicellular filament	CELLULAR_LOCALIZATION	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
conductive fiber network	CELLULAR_LOCALIZATION	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
long-distance electron transport	BIOLOGICAL_PROCESS	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
electrogenic sulfur oxidation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
sulfur-ligated nickel cofactor	CHEMICAL	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
cytochrome redox gradient	STATE	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
dsr-apr-qmo-sqr-psr/phs sulfur oxidation pathway	PATHWAY	1	data/traits/metabolism/cable_bacteria_metabolism.yaml
ribulose-1,5-bisphosphate	CHEMICAL	1	data/traits/metabolism/calvin_benson_bassham_cycle.yaml
cbbr transcriptional regulator	GENE_OR_PROTEIN	1	data/traits/metabolism/calvin_benson_bassham_cycle.yaml
cbb operon	GENE_OR_PROTEIN	1	data/traits/metabolism/calvin_benson_bassham_cycle.yaml
cytoplasmic carbonic anhydrase	GENE_OR_PROTEIN	1	data/traits/metabolism/calvin_benson_bassham_cycle.yaml
co2 leakage	BIOLOGICAL_PROCESS	1	data/traits/metabolism/calvin_benson_bassham_cycle.yaml
ribulose-1,5-bisphosphate carboxylase/oxygenase (rubisco)	GENE_OR_PROTEIN	1	data/traits/metabolism/carbon_fixation.yaml
reverse (reductive) tricarboxylic acid cycle	PATHWAY	1	data/traits/metabolism/carbon_fixation.yaml
cellulase systems	GENE_OR_PROTEIN	1	data/traits/metabolism/cellulolysis.yaml
cellobiohydrolase / exoglucanase	GENE_OR_PROTEIN	1	data/traits/metabolism/cellulolysis.yaml
scaffoldin	GENE_OR_PROTEIN	1	data/traits/metabolism/cellulolysis.yaml
cohesin domain	GENE_OR_PROTEIN	1	data/traits/metabolism/cellulolysis.yaml
dockerin domain	GENE_OR_PROTEIN	1	data/traits/metabolism/cellulolysis.yaml
cellulolytic / lignocellulose-catabolic genes	GENE_OR_PROTEIN	1	data/traits/metabolism/cellulolysis.yaml
chitinases	GENE_OR_PROTEIN	1	data/traits/metabolism/chitinolysis.yaml
n-acetylglucosamine	CHEMICAL	1	data/traits/metabolism/chitinolysis.yaml
chitooligosaccharides ((glcnac)n)	CHEMICAL	1	data/traits/metabolism/chitinolysis.yaml
diacetylchitobiose ((glcnac)2)	CHEMICAL	1	data/traits/metabolism/chitinolysis.yaml
exochitinase / chitobiosidase	GENE_OR_PROTEIN	1	data/traits/metabolism/chitinolysis.yaml
lytic polysaccharide monooxygenase (lpmo; aa10)	GENE_OR_PROTEIN	1	data/traits/metabolism/chitinolysis.yaml
respiratory nitrate reductase narghi	GENE_OR_PROTEIN	1	data/traits/metabolism/denitrification.yaml
nitrate reduction to nitrite	BIOLOGICAL_PROCESS	1	data/traits/metabolism/denitrification.yaml
nitrite reduction to nitric oxide	BIOLOGICAL_PROCESS	1	data/traits/metabolism/denitrification.yaml
nitric oxide reductase nor	GENE_OR_PROTEIN	1	data/traits/metabolism/denitrification.yaml
nitric oxide reduction to nitrous oxide	BIOLOGICAL_PROCESS	1	data/traits/metabolism/denitrification.yaml
nitrous oxide reduction to dinitrogen	BIOLOGICAL_PROCESS	1	data/traits/metabolism/denitrification.yaml
oxygen (o2)	CHEMICAL	1	data/traits/metabolism/denitrification.yaml
denitrification pathway modularity	QUALITY	1	data/traits/metabolism/denitrification.yaml
transient accumulation of intermediates	STATE	1	data/traits/metabolism/denitrification.yaml
phosphoenolpyruvate	CHEMICAL	1	data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml
inorganic sulfur intermediate	CHEMICAL	1	data/traits/metabolism/disproportionation.yaml
reverse sulfate reduction pathway	PATHWAY	1	data/traits/metabolism/disproportionation.yaml
tetrathionate	CHEMICAL	1	data/traits/metabolism/disproportionation.yaml
tsda thiosulfate dehydrogenase	GENE_OR_PROTEIN	1	data/traits/metabolism/disproportionation.yaml
teth tetrathionate hydrolase	GENE_OR_PROTEIN	1	data/traits/metabolism/disproportionation.yaml
sor sulfur oxygenase reductase	GENE_OR_PROTEIN	1	data/traits/metabolism/disproportionation.yaml
iron-sulfide mineral formation	CHEMICAL	1	data/traits/metabolism/disproportionation.yaml
energy-conserving anaerobic respiration	BIOLOGICAL_PROCESS	1	data/traits/metabolism/dissimilatory_iron_reduction.yaml
oxidation of organic matter	BIOLOGICAL_PROCESS	1	data/traits/metabolism/dissimilatory_iron_reduction.yaml
dissolved fe(iii)-organic-matter complex	CHEMICAL	1	data/traits/metabolism/dissimilatory_iron_reduction.yaml
solid fe(iii) mineral	CHEMICAL	1	data/traits/metabolism/dissimilatory_iron_reduction.yaml
mn(iv) oxide	CHEMICAL	1	data/traits/metabolism/dissimilatory_manganese_reduction.yaml
organic matter	CHEMICAL	1	data/traits/metabolism/dissimilatory_manganese_reduction.yaml
anoxic conditions	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/dissimilatory_manganese_reduction.yaml
anaerobic methane oxidation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/dissimilatory_manganese_reduction.yaml
organic compound oxidation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/dissimilatory_metal_reduction.yaml
fe(iii) reduction	BIOLOGICAL_PROCESS	1	data/traits/metabolism/dissimilatory_metal_reduction.yaml
mtrcab outer-membrane complex	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_metal_reduction.yaml
extracellular electron acceptor	CHEMICAL	1	data/traits/metabolism/dissimilatory_metal_reduction.yaml
flavin electron shuttle	CHEMICAL	1	data/traits/metabolism/dissimilatory_metal_reduction.yaml
oxidized insoluble metal	CHEMICAL	1	data/traits/metabolism/dissimilatory_metal_reduction.yaml
anaerobic subsurface environment	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/dissimilatory_metal_reduction.yaml
high donor-to-acceptor ratio	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml
narghi nitrate reductase	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml
nrfa cytochrome c nitrite reductase	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml
narx-narl two-component system	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml
fnr regulator	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml
nrf operon	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml
anaerobic conditions	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml
atp sulfurylase (sat)	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml
adenosine-5′-phosphosulfate (aps)	CHEMICAL	1	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml
aps reductase aprab	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml
dsrab with dsrc	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml
dsrc-trisulfide	CHEMICAL	1	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml
dsrmk(jop) membrane complex	GENE_OR_PROTEIN	1	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml
sulfate/sulfite-reducing microorganisms	STATE	1	data/traits/metabolism/dissimilatory_sulfate_reduction.yaml
electron acceptor	CHEMICAL	1	data/traits/metabolism/electron_transfer.yaml
redox protein	GENE_OR_PROTEIN	1	data/traits/metabolism/electron_transfer.yaml
c-type cytochrome	GENE_OR_PROTEIN	1	data/traits/metabolism/electron_transfer.yaml
microbial nanowire	CELLULAR_LOCALIZATION	1	data/traits/metabolism/electron_transfer.yaml
terminal acceptor reduction	MOLECULAR_FUNCTION	1	data/traits/metabolism/electron_transfer.yaml
ubiquinone	CHEMICAL	1	data/traits/metabolism/electron_transfer.yaml
cytochrome bc1 complex	GENE_OR_PROTEIN	1	data/traits/metabolism/electron_transfer.yaml
cytochrome c	GENE_OR_PROTEIN	1	data/traits/metabolism/electron_transfer.yaml
alcohol dehydrogenase	GENE_OR_PROTEIN	1	data/traits/metabolism/ethanol_fermentation.yaml
organic substrate	CHEMICAL	1	data/traits/metabolism/fermentation.yaml
reduced redox cofactors	CHEMICAL	1	data/traits/metabolism/fermentation.yaml
fermentation products	CHEMICAL	1	data/traits/metabolism/fermentation.yaml
external inorganic terminal electron acceptor	CHEMICAL	1	data/traits/metabolism/fermentation.yaml
glycolysis (embden-meyerhof-parnas pathway)	PATHWAY	1	data/traits/metabolism/fermentation.yaml
pyruvate:ferredoxin oxidoreductase	GENE_OR_PROTEIN	1	data/traits/metabolism/fermentation.yaml
flavin-based electron bifurcation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/fermentation.yaml
ion-motive force	BIOLOGICAL_PROCESS	1	data/traits/metabolism/fermentation.yaml
[fefe] hydrogenase	GENE_OR_PROTEIN	1	data/traits/metabolism/fermentative_hydrogen_production.yaml
low h2 partial pressure	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/fermentative_hydrogen_production.yaml
high h2 partial pressure	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/fermentative_hydrogen_production.yaml
formyl-tetrahydrofolate	CHEMICAL	1	data/traits/metabolism/homoacetogenesis.yaml
formyl-thf synthetase (fhs)	GENE_OR_PROTEIN	1	data/traits/metabolism/homoacetogenesis.yaml
methyl branch of wlp	PATHWAY	1	data/traits/metabolism/homoacetogenesis.yaml
carbonyl branch of wlp	PATHWAY	1	data/traits/metabolism/homoacetogenesis.yaml
acs/codh complex	GENE_OR_PROTEIN	1	data/traits/metabolism/homoacetogenesis.yaml
membrane energy-conservation module (rnf/ech)	GENE_OR_PROTEIN	1	data/traits/metabolism/homoacetogenesis.yaml
transmembrane ion gradient	BIOLOGICAL_PROCESS	1	data/traits/metabolism/homoacetogenesis.yaml
cyc2	GENE_OR_PROTEIN	1	data/traits/metabolism/iron_oxidation.yaml
cbb3-type terminal oxidase	GENE_OR_PROTEIN	1	data/traits/metabolism/iron_oxidation.yaml
cytochrome bd-type terminal oxidase	GENE_OR_PROTEIN	1	data/traits/metabolism/iron_oxidation.yaml
low-oxygen organic-rich niche	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/iron_oxidation.yaml
nitrite and nitric oxide	CHEMICAL	1	data/traits/metabolism/iron_oxidation.yaml
enzymatic iron oxidation	BIOLOGICAL_PROCESS	1	data/traits/metabolism/iron_oxidation.yaml
emp/glycolysis pathway	PATHWAY	1	data/traits/metabolism/lactic_acid_fermentation.yaml
phosphoketolase pathway	PATHWAY	1	data/traits/metabolism/lactic_acid_fermentation.yaml
decreased ph	QUALITY	1	data/traits/metabolism/lactic_acid_fermentation.yaml
pathogenic/spoilage microbe	BIOLOGICAL_PROCESS	1	data/traits/metabolism/lactic_acid_fermentation.yaml
peroxidases and laccases	GENE_OR_PROTEIN	1	data/traits/metabolism/lignin_degradation.yaml
aromatic monomers / oligomers	CHEMICAL	1	data/traits/metabolism/lignin_degradation.yaml
dyp-type peroxidase	GENE_OR_PROTEIN	1	data/traits/metabolism/lignin_degradation.yaml
lignin peroxidase	GENE_OR_PROTEIN	1	data/traits/metabolism/lignin_degradation.yaml
lignin depolymerization	BIOLOGICAL_PROCESS	1	data/traits/metabolism/lignin_degradation.yaml
mn3+ diffusible oxidant	CHEMICAL	1	data/traits/metabolism/lignin_degradation.yaml
small-molecule mediators	CHEMICAL	1	data/traits/metabolism/lignin_degradation.yaml
beta-o-4 aryl ether bond	CHEMICAL	1	data/traits/metabolism/lignin_degradation.yaml
calpha-cbeta bond	CHEMICAL	1	data/traits/metabolism/lignin_degradation.yaml
mn(iii/iv) oxides	CHEMICAL	1	data/traits/metabolism/manganese_oxidation.yaml
molecular oxygen (o2)	CHEMICAL	1	data/traits/metabolism/manganese_oxidation.yaml
mn(iii)(oh)mn(iii) intermediate	CHEMICAL	1	data/traits/metabolism/manganese_oxidation.yaml
mn(iv)(o)mn(iv) intermediate	CHEMICAL	1	data/traits/metabolism/manganese_oxidation.yaml
mno2 nanoparticles	CHEMICAL	1	data/traits/metabolism/manganese_oxidation.yaml
substrate uptake	BIOLOGICAL_PROCESS	1	data/traits/metabolism/metabolism.yaml
atp and reducing power	CHEMICAL	1	data/traits/metabolism/metabolism.yaml
respiration energy demand	BIOLOGICAL_PROCESS	1	data/traits/metabolism/metabolism.yaml
carbon use efficiency	QUALITY	1	data/traits/metabolism/metabolism.yaml
substrate complexity	QUALITY	1	data/traits/metabolism/metabolism.yaml
energetic cost of metabolism	QUALITY	1	data/traits/metabolism/metabolism.yaml
anoxic habitat	ENVIRONMENTAL_FACTOR	1	data/traits/metabolism/methanogenesis.yaml
mcrabg gene cluster	GENE_OR_PROTEIN	1	data/traits/metabolism/methanogenesis.yaml
acetoclastic methanogenesis	PATHWAY	1	data/traits/metabolism/methanogenesis.yaml
methyl-based methanogenesis	PATHWAY	1	data/traits/metabolism/methanogenesis.yaml
methylated compounds	CHEMICAL	1	data/traits/metabolism/methanogenesis.yaml
coenzyme b	CHEMICAL	1	data/traits/metabolism/methanogenesis.yaml
coenzyme m	CHEMICAL	1	data/traits/metabolism/methanogenesis.yaml
coenzyme f420 (f420h2)	CHEMICAL	1	data/traits/metabolism/methanogenesis.yaml
mixed acid + ethanol + co2/h2 products	CHEMICAL	1	data/traits/metabolism/mixed_acid_fermentation.yaml
