node_label	node_type	node_count	example_files
anoxygenic photosynthesis	PATHWAY	1	data/traits/physiology/photolithotrophic.yaml
hydrogen sulfide oxidation	BIOLOGICAL_PROCESS	1	data/traits/physiology/photolithotrophic.yaml
photosynthetic co2 fixation	BIOLOGICAL_PROCESS	1	data/traits/physiology/photolithotrophic.yaml
photoferrotrophy	TRAIT	1	data/traits/physiology/photolithotrophic.yaml
reaction center charge separation	MOLECULAR_FUNCTION	1	data/traits/physiology/photoorganoheterotrophic.yaml
electron transfer to fe-s acceptors	BIOLOGICAL_PROCESS	1	data/traits/physiology/photoorganoheterotrophic.yaml
photosynthesis gene cluster (pgc)	GENE_OR_PROTEIN	1	data/traits/physiology/photoorganoheterotrophic.yaml
bacteriochlorophyll-based anoxygenic photoheterotrophy	PATHWAY	1	data/traits/physiology/photoorganoheterotrophic.yaml
diurnal dark-light cycle	ENVIRONMENTAL_FACTOR	1	data/traits/physiology/photoorganoheterotrophic.yaml
rhythmic transcription	BIOLOGICAL_PROCESS	1	data/traits/physiology/photoorganoheterotrophic.yaml
survival in stationary phase	BIOLOGICAL_PROCESS	1	data/traits/physiology/photoorganoheterotrophic.yaml
blue-green light	ENVIRONMENTAL_FACTOR	1	data/traits/physiology/phototrophic.yaml
atp synthase complex	GENE_OR_PROTEIN	1	data/traits/physiology/phototrophic.yaml
ion transport across membrane	BIOLOGICAL_PROCESS	1	data/traits/physiology/phototrophic.yaml
threshold autoinducer concentration	ENVIRONMENTAL_FACTOR	1	data/traits/physiology/quorum_sensing.yaml
cognate signal receptor	GENE_OR_PROTEIN	1	data/traits/physiology/quorum_sensing.yaml
quorum-sensing inhibitor	CHEMICAL	1	data/traits/physiology/quorum_sensing.yaml
germinant	CHEMICAL	1	data/traits/physiology/spore_germination.yaml
cadpa release from spore core	BIOLOGICAL_PROCESS	1	data/traits/physiology/spore_germination.yaml
cortex peptidoglycan hydrolysis	BIOLOGICAL_PROCESS	1	data/traits/physiology/spore_germination.yaml
core rehydration and outgrowth	BIOLOGICAL_PROCESS	1	data/traits/physiology/spore_germination.yaml
rela/spot homologue enzymes	GENE_OR_PROTEIN	1	data/traits/physiology/stress_response.yaml
ribosome biosynthesis	BIOLOGICAL_PROCESS	1	data/traits/physiology/stress_response.yaml
stress tolerance	QUALITY	1	data/traits/physiology/stress_response.yaml
rpos (sigma s)	GENE_OR_PROTEIN	1	data/traits/physiology/stress_response.yaml
general stress resistance	BIOLOGICAL_PROCESS	1	data/traits/physiology/stress_response.yaml
hfq	GENE_OR_PROTEIN	1	data/traits/physiology/stress_response.yaml
carbon source utilization	BIOLOGICAL_PROCESS	1	data/traits/physiology/trophic_type.yaml
energy source utilization	BIOLOGICAL_PROCESS	1	data/traits/physiology/trophic_type.yaml
electron donor utilization	BIOLOGICAL_PROCESS	1	data/traits/physiology/trophic_type.yaml
encoded metabolic pathways	BIOLOGICAL_PROCESS	1	data/traits/physiology/trophic_type.yaml
calvin-benson-bassham cycle (rubisco)	PATHWAY	1	data/traits/physiology/trophic_type.yaml
co2 fixation	BIOLOGICAL_PROCESS	1	data/traits/physiology/trophic_type.yaml
sox sulfur/thiosulfate oxidation	PATHWAY	1	data/traits/physiology/trophic_type.yaml
sugar/polysaccharide uptake and cazyme catabolism	PATHWAY	1	data/traits/physiology/trophic_type.yaml
[nife]-hydrogenase h2 oxidation	PATHWAY	1	data/traits/physiology/trophic_type.yaml
ph	QUALITY	1	data/traits/physiology/urease_activity.yaml
calcium carbonate precipitation	BIOLOGICAL_PROCESS	1	data/traits/physiology/urease_activity.yaml
oxidative stress / ros accumulation	BIOLOGICAL_PROCESS	1	data/traits/physiology/viable_but_nonculturable_state.yaml
stress resistance	BIOLOGICAL_PROCESS	1	data/traits/physiology/viable_but_nonculturable_state.yaml
rpos sigma factor	GENE_OR_PROTEIN	1	data/traits/physiology/viable_but_nonculturable_state.yaml
resuscitation from vbnc	BIOLOGICAL_PROCESS	1	data/traits/physiology/viable_but_nonculturable_state.yaml
nad+ biosynthesis	BIOLOGICAL_PROCESS	1	data/traits/physiology/viable_but_nonculturable_state.yaml
tca cycle flux and oxidative phosphorylation	BIOLOGICAL_PROCESS	1	data/traits/physiology/viable_but_nonculturable_state.yaml
gene product	GENE_OR_PROTEIN	1	data/traits/upper/biological_process.yaml
chemical input entity	CHEMICAL	1	data/traits/upper/biological_process.yaml
